Date,Latitude,Longitude,Altitude,Distance,Speed,Heart rate,Power,Cadence
2024-01-06 16:43:56,,,,979,25.4,126,100,85
2024-01-06 16:43:57,,,,986,25.4,125,100,84
2024-01-06 16:43:58,,,,993,25.4,125,100,84
2024-01-06 16:43:59,,,,1000,25.4,125,100,85
2024-01-06 16:44:00,,,,1007,25.4,125,100,84
2024-01-06 16:44:01,,,,1014,25.4,124,100,85
2024-01-06 16:44:02,,,,1021,25.4,125,100,85
2024-01-06 16:44:03,,,,1028,25.4,125,100,87
2024-01-06 16:44:04,,,,1036,25.5,125,100,85
2024-01-06 16:44:05,,,,1043,25.5,125,100,85
2024-01-06 16:44:06,,,,1050,25.5,124,100,84
2024-01-06 16:44:07,,,,1057,25.5,125,100,83
2024-01-06 16:44:08,,,,1064,25.5,125,100,83
2024-01-06 16:44:09,,,,1071,25.5,125,100,85
2024-01-06 16:44:10,,,,1078,25.5,125,100,85
2024-01-06 16:44:11,,,,1085,25.5,125,100,85
2024-01-06 16:44:12,,,,1092,25.5,125,100,85
2024-01-06 16:44:13,,,,1099,25.5,125,100,86
2024-01-06 16:44:14,,,,1106,25.5,125,100,85
2024-01-06 16:44:15,,,,1113,25.5,128,100,85
2024-01-06 16:44:16,,,,1121,25.6,126,100,85
2024-01-06 16:44:17,,,,1128,25.6,126,100,86
2024-01-06 16:44:18,,,,1135,25.6,126,100,84
2024-01-06 16:44:19,,,,1142,25.6,127,100,84
2024-01-06 16:44:20,,,,1149,25.6,127,100,85
2024-01-06 16:44:21,,,,1156,25.6,129,100,84
2024-01-06 16:44:22,,,,1163,25.6,129,100,84
2024-01-06 16:44:23,,,,1170,25.6,129,100,83
2024-01-06 16:44:24,,,,1177,25.6,129,100,83
2024-01-06 16:44:25,,,,1185,25.6,129,100,83
2024-01-06 16:44:26,,,,1192,25.6,129,100,82
2024-01-06 16:44:27,,,,1199,25.6,129,100,82
2024-01-06 16:44:28,,,,1206,25.6,129,100,82
2024-01-06 16:44:29,,,,1213,25.6,128,100,82
2024-01-06 16:44:30,,,,1220,25.6,128,100,82
2024-01-06 16:44:31,,,,1227,25.6,127,100,82
2024-01-06 16:44:32,,,,1234,25.6,126,100,82
2024-01-06 16:44:33,,,,1241,25.6,125,100,83
2024-01-06 16:44:34,,,,1249,25.6,125,100,82
2024-01-06 16:44:35,,,,1256,25.6,125,100,82
2024-01-06 16:44:36,,,,1263,25.6,125,100,83
2024-01-06 16:44:37,,,,1270,25.6,125,100,84
2024-01-06 16:44:38,,,,1277,25.6,125,100,84
2024-01-06 16:44:39,,,,1284,25.6,125,100,82
2024-01-06 16:44:40,,,,1291,25.6,125,100,82
2024-01-06 16:44:41,,,,1298,25.6,125,100,82
2024-01-06 16:44:42,,,,1306,25.6,125,100,82
2024-01-06 16:44:43,,,,1313,25.6,124,100,82
2024-01-06 16:44:44,,,,1319,25.6,124,100,82
2024-01-06 16:44:45,,,,1326,25.7,125,100,82
2024-01-06 16:44:46,,,,1333,25.7,125,100,83
2024-01-06 16:44:47,,,,1341,25.7,125,100,83
2024-01-06 16:44:48,,,,1348,25.7,125,100,83
2024-01-06 16:44:49,,,,1355,25.7,124,100,86
2024-01-06 16:44:50,,,,1362,25.7,125,100,88
2024-01-06 16:44:51,,,,1369,25.7,125,105,88
2024-01-06 16:44:52,,,,1376,25.8,125,120,85
2024-01-06 16:44:53,,,,1383,25.9,125,130,87
2024-01-06 16:44:54,,,,1391,26.1,125,140,84
2024-01-06 16:44:55,,,,1398,26.2,123,140,84
2024-01-06 16:44:56,,,,1405,26.4,126,140,87
2024-01-06 16:44:57,,,,1413,26.6,126,140,86
2024-01-06 16:44:58,,,,1420,26.7,127,140,86
2024-01-06 16:44:59,,,,1427,26.8,127,140,84
2024-01-06 16:45:00,,,,1435,27.0,128,140,85
2024-01-06 16:45:01,,,,1442,27.1,127,140,85
2024-01-06 16:45:02,,,,1450,27.2,128,140,85
2024-01-06 16:45:03,,,,1458,27.3,129,140,85
2024-01-06 16:45:04,,,,1465,27.4,131,140,85
2024-01-06 16:45:05,,,,1473,27.5,131,140,85
2024-01-06 16:45:06,,,,1481,27.6,131,140,85
2024-01-06 16:45:07,,,,1488,27.7,131,140,86
2024-01-06 16:45:08,,,,1496,27.8,133,140,86
2024-01-06 16:45:09,,,,1504,27.8,133,140,84
2024-01-06 16:45:10,,,,1511,27.9,133,140,86
2024-01-06 16:45:11,,,,1519,28.0,133,140,84
2024-01-06 16:45:12,,,,1527,28.0,131,140,84
2024-01-06 16:45:13,,,,1535,28.1,131,140,85
2024-01-06 16:45:14,,,,1543,28.2,131,140,85
2024-01-06 16:45:15,,,,1550,28.2,130,140,85
2024-01-06 16:45:16,,,,1558,28.3,130,140,85
2024-01-06 16:45:17,,,,1566,28.3,130,140,84
2024-01-06 16:45:18,,,,1574,28.4,130,140,84
2024-01-06 16:45:19,,,,1582,28.4,131,140,84
2024-01-06 16:45:20,,,,1590,28.5,131,140,84
2024-01-06 16:45:21,,,,1598,28.5,131,140,85
2024-01-06 16:45:22,,,,1606,28.6,130,140,85
2024-01-06 16:45:23,,,,1614,28.6,129,140,85
2024-01-06 16:45:24,,,,1622,28.6,129,140,85
2024-01-06 16:45:25,,,,1630,28.7,129,140,85
2024-01-06 16:45:26,,,,1638,28.7,130,140,85
2024-01-06 16:45:27,,,,1646,28.7,129,140,84
2024-01-06 16:45:28,,,,1654,28.8,129,140,84
2024-01-06 16:45:29,,,,1662,28.8,131,140,84
2024-01-06 16:45:30,,,,1670,28.8,131,140,85
2024-01-06 16:45:31,,,,1678,28.8,131,140,83
2024-01-06 16:45:32,,,,1686,28.9,131,140,83
2024-01-06 16:45:33,,,,1694,28.9,131,140,84
2024-01-06 16:45:34,,,,1702,28.9,131,140,83
2024-01-06 16:45:35,,,,1710,28.9,129,140,83
2024-01-06 16:45:36,,,,1718,28.9,129,140,84
2024-01-06 16:45:37,,,,1726,29.0,129,140,83
2024-01-06 16:45:38,,,,1734,29.0,128,140,83
2024-01-06 16:45:39,,,,1742,29.0,127,140,83
2024-01-06 16:45:40,,,,1750,29.0,128,140,84
2024-01-06 16:45:41,,,,1758,29.0,129,140,82
2024-01-06 16:45:42,,,,1766,29.0,129,140,82
2024-01-06 16:45:43,,,,1774,29.1,130,140,83
2024-01-06 16:45:44,,,,1782,29.1,129,140,84
2024-01-06 16:45:45,,,,1790,29.1,130,140,84
2024-01-06 16:45:46,,,,1798,29.1,130,140,82
2024-01-06 16:45:47,,,,1806,29.1,131,140,85
2024-01-06 16:45:48,,,,1815,29.1,131,140,85
2024-01-06 16:45:49,,,,1823,29.1,131,140,84
2024-01-06 16:45:50,,,,1831,29.1,131,140,85
2024-01-06 16:45:51,,,,1839,29.1,133,140,84
2024-01-06 16:45:52,,,,1847,29.2,130,140,84
2024-01-06 16:45:53,,,,1855,29.2,131,140,86
2024-01-06 16:45:54,,,,1863,29.2,131,140,84
2024-01-06 16:45:55,,,,1871,29.2,129,140,84
2024-01-06 16:45:56,,,,1879,29.2,129,140,83
2024-01-06 16:45:57,,,,1887,29.2,129,140,85
2024-01-06 16:45:58,,,,1896,29.2,128,140,85
2024-01-06 16:45:59,,,,1904,29.2,128,140,84
2024-01-06 16:46:00,,,,1912,29.2,129,140,84
2024-01-06 16:46:01,,,,1920,29.2,129,140,84
2024-01-06 16:46:02,,,,1928,29.2,129,140,84
2024-01-06 16:46:03,,,,1936,29.2,129,140,83
2024-01-06 16:46:04,,,,1944,29.2,129,140,85
2024-01-06 16:46:05,,,,1952,29.2,131,140,85
2024-01-06 16:46:06,,,,1960,29.2,131,140,84
2024-01-06 16:46:07,,,,1969,29.2,130,140,82
2024-01-06 16:46:08,,,,1977,29.2,130,140,82
2024-01-06 16:46:09,,,,1985,29.2,131,140,84
2024-01-06 16:46:10,,,,1993,29.3,129,140,84
2024-01-06 16:46:11,,,,2001,29.3,130,140,84
2024-01-06 16:46:12,,,,2009,29.3,130,140,84
2024-01-06 16:46:13,,,,2017,29.3,131,140,83
2024-01-06 16:46:14,,,,2025,29.3,130,140,83
2024-01-06 16:46:15,,,,2034,29.3,129,140,83
2024-01-06 16:46:16,,,,2042,29.3,128,140,85
2024-01-06 16:46:17,,,,2050,29.3,129,140,84
2024-01-06 16:46:18,,,,2058,29.3,129,140,84
2024-01-06 16:46:19,,,,2066,29.3,129,140,82
2024-01-06 16:46:20,,,,2074,29.3,129,140,82
2024-01-06 16:46:21,,,,2082,29.3,126,140,82
2024-01-06 16:46:22,,,,2091,29.3,126,140,82
2024-01-06 16:46:23,,,,2099,29.3,126,140,82
2024-01-06 16:46:24,,,,2107,29.3,127,140,82
2024-01-06 16:46:25,,,,2115,29.3,128,140,82
2024-01-06 16:46:26,,,,2123,29.3,129,140,85
2024-01-06 16:46:27,,,,2131,29.3,129,140,86
2024-01-06 16:46:28,,,,2139,29.3,128,140,86
2024-01-06 16:46:29,,,,2147,29.3,129,140,85
2024-01-06 16:46:30,,,,2156,29.3,129,140,83
2024-01-06 16:46:31,,,,2164,29.3,129,140,83
2024-01-06 16:46:32,,,,2172,29.3,129,140,83
2024-01-06 16:46:33,,,,2180,29.3,129,140,83
2024-01-06 16:46:34,,,,2188,29.3,129,140,82
2024-01-06 16:46:35,,,,2196,29.3,129,140,82
2024-01-06 16:46:36,,,,2204,29.3,129,140,84
2024-01-06 16:46:37,,,,2213,29.3,129,140,81
2024-01-06 16:46:38,,,,2221,29.3,130,140,81
2024-01-06 16:46:39,,,,2229,29.3,130,140,84
2024-01-06 16:46:40,,,,2237,29.3,131,140,82
2024-01-06 16:46:41,,,,2245,29.3,131,140,82
2024-01-06 16:46:42,,,,2253,29.3,130,140,82
2024-01-06 16:46:43,,,,2261,29.3,130,140,82
2024-01-06 16:46:44,,,,2270,29.3,130,140,82
2024-01-06 16:46:45,,,,2278,29.3,131,140,83
2024-01-06 16:46:46,,,,2286,29.3,131,140,83
2024-01-06 16:46:47,,,,2294,29.3,130,140,82
2024-01-06 16:46:48,,,,2302,29.3,131,145,82
2024-01-06 16:46:49,,,,2310,29.4,131,170,82
2024-01-06 16:46:50,,,,2319,29.6,131,180,84
2024-01-06 16:46:51,,,,2327,29.8,132,180,84
2024-01-06 16:46:52,,,,2335,29.9,133,180,81
2024-01-06 16:46:53,,,,2343,30.0,132,180,86
2024-01-06 16:46:54,,,,2352,30.1,133,180,86
2024-01-06 16:46:55,,,,2360,30.3,132,180,84
2024-01-06 16:46:56,,,,2369,30.4,131,180,82
2024-01-06 16:46:57,,,,2377,30.5,131,180,82
2024-01-06 16:46:58,,,,2386,30.6,133,180,81
2024-01-06 16:46:59,,,,2394,30.7,133,180,83
2024-01-06 16:47:00,,,,2403,30.8,133,180,83
2024-01-06 16:47:01,,,,2411,30.8,133,180,83
2024-01-06 16:47:02,,,,2420,30.9,133,180,83
2024-01-06 16:47:03,,,,2428,31.0,133,180,83
2024-01-06 16:47:04,,,,2437,31.1,133,180,83
2024-01-06 16:47:05,,,,2446,31.1,133,180,84
2024-01-06 16:47:06,,,,2454,31.2,133,180,84
2024-01-06 16:47:07,,,,2463,31.2,133,180,84
2024-01-06 16:47:08,,,,2472,31.3,133,180,84
2024-01-06 16:47:09,,,,2480,31.4,132,180,82
2024-01-06 16:47:10,,,,2489,31.4,132,180,82
2024-01-06 16:47:11,,,,2498,31.5,131,180,83
2024-01-06 16:47:12,,,,2507,31.5,131,180,84
2024-01-06 16:47:13,,,,2515,31.5,132,180,82
2024-01-06 16:47:14,,,,2524,31.6,133,180,82
2024-01-06 16:47:15,,,,2533,31.6,131,180,83
2024-01-06 16:47:16,,,,2542,31.7,131,180,82
2024-01-06 16:47:17,,,,2551,31.7,131,180,82
2024-01-06 16:47:18,,,,2559,31.7,131,180,82
2024-01-06 16:47:19,,,,2568,31.7,131,180,82
2024-01-06 16:47:20,,,,2577,31.8,130,180,82
2024-01-06 16:47:21,,,,2586,31.8,129,180,83
2024-01-06 16:47:22,,,,2595,31.8,128,180,82
2024-01-06 16:47:23,,,,2604,31.9,127,180,82
2024-01-06 16:47:24,,,,2612,31.9,127,180,83
2024-01-06 16:47:25,,,,2621,31.9,127,180,82
2024-01-06 16:47:26,,,,2630,31.9,129,180,82
2024-01-06 16:47:27,,,,2639,31.9,129,180,84
2024-01-06 16:47:28,,,,2648,32.0,128,180,82
2024-01-06 16:47:29,,,,2657,32.0,129,180,81
2024-01-06 16:47:30,,,,2666,32.0,129,180,81
2024-01-06 16:47:31,,,,2675,32.0,131,180,83
2024-01-06 16:47:32,,,,2683,32.0,131,180,84
2024-01-06 16:47:33,,,,2692,32.0,132,180,84
2024-01-06 16:47:34,,,,2701,32.0,131,180,84
2024-01-06 16:47:35,,,,2710,32.1,131,180,82
2024-01-06 16:47:36,,,,2719,32.1,131,180,82
2024-01-06 16:47:37,,,,2728,32.1,129,180,82
2024-01-06 16:47:38,,,,2737,32.1,133,180,83
2024-01-06 16:47:39,,,,2746,32.1,132,180,83
2024-01-06 16:47:40,,,,2755,32.1,132,180,83
2024-01-06 16:47:41,,,,2764,32.1,132,180,83
2024-01-06 16:47:42,,,,2773,32.1,132,180,83
2024-01-06 16:47:43,,,,2781,32.1,131,180,83
2024-01-06 16:47:44,,,,2790,32.1,131,180,84
2024-01-06 16:47:45,,,,2799,32.1,131,180,82
2024-01-06 16:47:46,,,,2808,32.2,130,180,82
2024-01-06 16:47:47,,,,2817,32.2,130,180,83
2024-01-06 16:47:48,,,,2826,32.2,131,180,81
2024-01-06 16:47:49,,,,2835,32.2,127,180,81
2024-01-06 16:47:50,,,,2844,32.2,130,180,82
2024-01-06 16:47:51,,,,2853,32.2,130,180,81
2024-01-06 16:47:52,,,,2862,32.2,131,180,81
2024-01-06 16:47:53,,,,2871,32.2,131,180,83
2024-01-06 16:47:54,,,,2880,32.2,133,180,84
2024-01-06 16:47:55,,,,2889,32.2,133,180,84
2024-01-06 16:47:56,,,,2898,32.2,133,180,82
2024-01-06 16:47:57,,,,2907,32.2,133,180,83
2024-01-06 16:47:58,,,,2916,32.2,132,180,83
2024-01-06 16:47:59,,,,2924,32.2,132,180,83
2024-01-06 16:48:00,,,,2933,32.2,131,180,83
2024-01-06 16:48:01,,,,2942,32.2,131,180,84
2024-01-06 16:48:02,,,,2951,32.2,131,180,84
2024-01-06 16:48:03,,,,2960,32.2,131,180,83
2024-01-06 16:48:04,,,,2969,32.2,130,180,84
2024-01-06 16:48:05,,,,2978,32.2,131,180,84
2024-01-06 16:48:06,,,,2987,32.2,131,180,82
2024-01-06 16:48:07,,,,2996,32.2,132,180,83
2024-01-06 16:48:08,,,,3005,32.2,133,180,83
2024-01-06 16:48:09,,,,3014,32.2,132,180,83
2024-01-06 16:48:10,,,,3023,32.2,134,180,82
2024-01-06 16:48:11,,,,3032,32.2,134,180,82
2024-01-06 16:48:12,,,,3041,32.2,134,180,82
2024-01-06 16:48:13,,,,3050,32.2,134,180,81
2024-01-06 16:48:14,,,,3059,32.2,135,180,83
2024-01-06 16:48:15,,,,3068,32.2,135,180,83
2024-01-06 16:48:16,,,,3077,32.2,135,180,84
